"Video.ID"	"PE.Species"	"Consensus.Species"	"Consensus.Prop"	"Prop.Agreement"	"Consensus.Type"
"TaiEast_19_loc37_20140926_EK000220"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000221"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000223"	"small grey duiker"	"small grey duiker"	0.6	0.6	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000225"	"red duiker"	"red duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000226"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20140926_EK000227"	"small grey duiker"	"small grey duiker"	0.6	0.6	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000228"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000229"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000232"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000235"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000236"	"red duiker"	"red duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000237"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000238"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000239"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000241"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000242"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000243"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000245"	"human"	"human"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000246"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20140926_EK000247"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000248"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000249"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000250"	"other (primate)"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20140926_EK000258"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000259"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000261"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20140926_EK000262"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000263"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000264"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000268"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000270"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000271"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000272"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000273"	"small grey duiker"	"small grey duiker"	0.5	0.5	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000276"	"small grey duiker"	"small grey duiker"	0.571428571428571	0.571428571428571	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000277"	"red duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20140926_EK000278"	"small grey duiker"	"small grey duiker"	0.555555555555556	0.555555555555556	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000279"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20140926_EK000280"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000281"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20140926_EK000282"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000283"	"small grey duiker"	"small grey duiker"	0.545454545454545	0.545454545454545	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000286"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000288"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000293"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000294"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000298"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000299"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000301"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20140926_EK000303"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000306"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20140926_EK000307"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000308"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000309"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000314"	"small grey duiker"	"small grey duiker"	0.6	0.6	"Consensus reached"
"TaiEast_19_loc37_20140926_EK000315"	"small grey duiker"	"small grey duiker"	0.714285714285714	0.714285714285714	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000006"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000007"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000020"	"human"	"human"	1	1	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000034"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000037"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000044"	"red duiker"	"small grey duiker"	0.538461538461538	0.153846153846154	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000052"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000056"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000071"	"human"	"human"	1	1	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000077"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000090"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000106"	"red duiker"	"red duiker"	0.5	0.5	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000108"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20150115_EK000133"	"hippopotamus"	"hippopotamus"	0.5	0.5	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000144"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_19_loc37_20150115_EK000149"	"small grey duiker"	"small grey duiker"	0.636363636363636	0.636363636363636	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000153"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000160"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000170"	"small grey duiker"	"small grey duiker"	0.625	0.625	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000175"	"small grey duiker"	"small grey duiker"	0.714285714285714	0.714285714285714	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000185"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20150115_EK000194"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20150115_EK000198"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20150115_EK000202"	"chimpanzee"	"chimpanzee"	1	1	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000208"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20150115_EK000219"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc37_20150115_EK000225"	"hippopotamus"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_19_loc37_20150115_EK000227"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000242"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000244"	"other (primate)"	"other (primate)"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000245"	"human"	"human"	1	1	"Consensus reached"
"TaiEast_19_loc37_20150115_EK000250"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000005"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000006"	"human"	"human"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000007"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000008"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000009"	"other (primate)"	"other (primate)"	0.75	0.75	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000011"	"other (primate)"	"other (primate)"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000013"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000014"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000016"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000018"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000019"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000020"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000022"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000024"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000026"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000027"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000030"	"hippopotamus"	"hippopotamus"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000031"	"small grey duiker"	"small grey duiker"	0.714285714285714	0.714285714285714	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000033"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000035"	"small grey duiker"	"small grey duiker"	0.636363636363636	0.636363636363636	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000037"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000038"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000039"	"small grey duiker"	"no consensus"	NA	NA	"Conflicting consensus species"
"TaiEast_19_loc38_20141206_EK000040"	"small grey duiker"	"small grey duiker"	0.636363636363636	0.636363636363636	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000041"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000042"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000044"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000046"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000047"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000048"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000049"	"small grey duiker"	"small grey duiker"	0.5	0.5	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000050"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000051"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000053"	"chimpanzee"	"chimpanzee"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000055"	"small grey duiker"	"small grey duiker"	0.555555555555556	0.555555555555556	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000057"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000058"	"hippopotamus"	"hippopotamus"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000061"	"small grey duiker"	"small grey duiker"	0.5	0.5	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000063"	"human"	"human"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000064"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000066"	"small grey duiker"	"small grey duiker"	0.583333333333333	0.583333333333333	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000067"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_19_loc38_20141206_EK000069"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000070"	"small grey duiker"	"small grey duiker"	0.625	0.625	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000071"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000072"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000074"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000077"	"red duiker"	"red duiker"	0.5	0.5	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000079"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000080"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000081"	"small grey duiker"	"small grey duiker"	0.571428571428571	0.571428571428571	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000082"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000084"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000085"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000087"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000088"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000089"	"small grey duiker"	"small grey duiker"	0.8	0.8	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000091"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000093"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000094"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000095"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000096"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000100"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_19_loc38_20141206_EK000101"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000103"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000105"	"red duiker"	"red duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000107"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000108"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000110"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000111"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000113"	"red duiker"	"red duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000116"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000117"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000119"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_19_loc38_20141206_EK000120"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000122"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000123"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000124"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000125"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000127"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000129"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000130"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000133"	"other (primate)"	"other (primate)"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000137"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000139"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000141"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000146"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000147"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000148"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_19_loc38_20141206_EK000152"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000154"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000158"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000161"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000162"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000163"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000164"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_19_loc38_20141206_EK000166"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000167"	"red duiker"	"red duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000171"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000172"	"small grey duiker"	"small grey duiker"	0.6	0.6	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000173"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000174"	"red duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000175"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000180"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000183"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000184"	"red duiker"	"red duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000186"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000188"	"red duiker"	"red duiker"	0.8	0.8	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000189"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000190"	"small grey duiker"	"small grey duiker"	0.583333333333333	0.583333333333333	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000191"	"red duiker"	"red duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000194"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000195"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000196"	"small grey duiker"	"small grey duiker"	0.571428571428571	0.571428571428571	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000198"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000200"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000201"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000202"	"small grey duiker"	"small grey duiker"	0.583333333333333	0.583333333333333	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000204"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000205"	"small grey duiker"	"small grey duiker"	0.6	0.6	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000206"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000208"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000209"	"small grey duiker"	"small grey duiker"	0.5	0.5	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000210"	"small grey duiker"	"small grey duiker"	0.636363636363636	0.636363636363636	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000212"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000213"	"red duiker"	"red duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000214"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000216"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000220"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000221"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000222"	"red duiker"	"red duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000223"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000224"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000225"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000226"	"chimpanzee"	"chimpanzee"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000227"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_19_loc38_20141206_EK000228"	"red duiker"	"red duiker"	0.7	0.7	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000229"	"human"	"human"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000234"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000235"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000236"	"red duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_19_loc38_20141206_EK000237"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000238"	"human"	"human"	1	1	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000241"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000244"	"hippopotamus"	"hippopotamus"	0.875	0.875	"Consensus reached"
"TaiEast_19_loc38_20141206_EK000245"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_2_loc30_20140627_EK000016"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_2_loc30_20140627_EK000017"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_2_loc30_20140715_EK000011"	"red duiker"	"red duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_2_loc30_20140715_EK000012"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_2_loc30_20140812_EK000009"	"Jentink's duiker"	"Jentink's duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_2_loc30_20140812_EK000013"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_2_loc30_20140812_EK000014"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_2_loc30_20140812_EK000015"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_2_loc30_20140812_EK000017"	"red river hog"	"red river hog"	1	1	"Consensus reached"
"TaiEast_2_loc30_20140812_EK000018"	"red river hog"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_2_loc30_20140812_EK000020"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_2_loc30_20140812_EK000022"	"blank"	"blank"	NA	NA	"Consensus blank"
